Chinese tunic suit,中山装
life bans,n. 终身禁赛
seeded player,n. 种子选手
seed,"n. 种子；根据；精液；萌芽；子孙；原由
vt. 播种；结实；成熟；去…籽
vi. 播种；（植物）结实
"
phase out,"na. 使逐步结束；使逐步撤出；逐步淘汰；逐部停止(活动等)
"
theme song,"na. 主题歌
"
tailored taxi service,无
housing vacancy rate,无
liaison office in Beijing,无
lethal injection, 注射；注射死刑；致命性注射剂
exclusive interview, 独家采访；专访；人物专访
franchised store,专卖店
franchise,"n. 特权；公民权；经销权；管辖权
vt. 给…以特许（或特权）；赋予公民权"
exclusive agency,"un. 独家代理
"
forward,"n. 前锋
adj. 向前的；早的；迅速的
adv. 向前地；向将来
vt. 促进；转寄；运送
"
repost,"n. 尖锐的反驳；敏捷回刺
vt. 重新投寄"
transfer fee,"un. 转让手续费
"
genetically modified agricultural products,无
GM agricultural products,无
mainstream support,无
birth permit,无
role-playing board games,无
free trade zone,"n. 加工出口区
"
free trade zone fever,无
frenzy for FTZ,无
We-Media,无
selfie,n. 自拍照
Free Independent Travel,无
self-study examination,自学考试
self-owned brand,无
self-service bank,无
independent recruitment,无
cage of regulations,无
variety show,"na. 杂耍演出
"
Headquarters,n. 总部；指挥部；司令部
head office,"n. 总部；总公司
"
switchboard,n. 配电盘；接线总机
day student,"n. （寄宿学校的）走读生
"
off-campus student,无
sell well,"na. 易于销售
"
soccer reform plan,无
exploit loopholes,无
show,"n. 显示；表演；炫耀
vt. 显示；说明；演出；展出
vi. 显示；说明；指示
"
make a show, 作秀；策划活动；装腔作势
